pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
Kepler-1093,c,Transit,89.72229200,,,,848.00,1.13,2016-05-10,
Kepler-118,b,Transit,7.51849600,0.073000,,,,0.86,2014-05-14,
Kepler-118,c,Transit,20.17202000,0.141000,,,,0.86,2014-05-14,
Kepler-440,b,Transit,101.11141000,0.242000,0.340000,,261.00,0.57,2015-01-06,
Kepler-1506,b,Transit,14.03291540,,,,1318.00,0.95,2016-05-10,
Kepler-1407,b,Transit,20.07115040,,,,1275.00,1.10,2016-05-10,
Kepler-1205,b,Transit,1.07839035,,,,766.00,0.84,2016-05-10,
Kepler-948,b,Transit,7.76846622,,,,884.00,0.96,2016-05-10,
Kepler-996,b,Transit,3.77059058,,,,1098.00,1.09,2016-05-10,
Kepler-943,b,Transit,49.77014380,,,,1239.00,0.93,2016-05-10,
Kepler-1546,b,Transit,19.59749710,,,,994.00,0.95,2016-05-10,
Kepler-928,b,Transit,3.93246130,,,,532.00,0.73,2016-05-10,
Kepler-1029,b,Transit,4.41769648,,,,422.00,0.82,2016-05-10,
Kepler-1366,b,Transit,2.16457097,,,,395.00,0.62,2016-05-10,
Kepler-1057,b,Transit,14.08827448,,,,1462.00,1.07,2016-05-10,
Kepler-92,b,Transit,13.74900000,,,0.20200,,1.21,2014-05-14,
Kepler-92,d,Transit,49.35680000,,0.070000,,,1.21,2015-05-21,
Kepler-92,c,Transit,26.72300000,,,0.01900,,1.21,2014-05-14,
Kepler-700,b,Transit,80.87206390,,,,1061.00,0.98,2016-05-10,
Kepler-1641,b,Transit,19.67226600,,,,961.00,1.12,2016-05-10,
Kepler-1641,c,Transit,32.65721200,,,,961.00,1.12,2016-05-10,
Kepler-1158,b,Transit,13.53962930,,,,1258.00,1.41,2016-05-10,
Kepler-1627,b,Transit,7.20283653,,,,311.00,0.87,2016-05-10,
Kepler-1288,b,Transit,2.76122421,,,,715.00,1.20,2016-05-10,
Kepler-557,b,Transit,3.70598955,,,,1126.00,1.11,2016-05-10,
Kepler-929,b,Transit,0.92103214,,,,820.00,1.01,2016-05-10,
Kepler-638,b,Transit,6.07972888,,,,426.00,0.88,2016-05-10,
Kepler-520,b,Transit,19.67416124,,,,492.00,1.10,2016-05-10,
Kepler-520,c,Transit,5.21104261,,,,492.00,1.10,2016-05-10,
Kepler-170,b,Transit,7.93059200,0.080000,,,,,2014-05-14,
Kepler-170,c,Transit,16.66586300,0.131000,,,,,2014-05-14,
Kepler-907,b,Transit,15.86621821,,,,352.00,1.08,2016-05-10,
Kepler-701,b,Transit,10.35533177,,,,755.00,0.88,2016-05-10,
Kepler-444,c,Transit,4.54588410,0.048810,0.310000,,35.70,0.76,2015-01-29,28.03
Kepler-444,f,Transit,9.74048600,0.081100,0.290000,,35.70,0.76,2015-01-29,28.03
Kepler-444,b,Transit,3.60010530,0.041780,0.160000,,35.70,0.76,2015-01-29,28.03
Kepler-444,d,Transit,6.18939200,0.060000,0.180000,,35.70,0.76,2015-01-29,28.03
Kepler-444,e,Transit,7.74349300,0.069600,0.100000,,35.70,0.76,2015-01-29,28.03
Kepler-776,b,Transit,4.89718784,,,,727.00,0.83,2016-05-10,
Kepler-1147,b,Transit,10.62784997,,,,1476.00,1.09,2016-05-10,
Kepler-1368,b,Transit,0.67564949,,,,1750.00,1.07,2016-05-10,
Kepler-1499,b,Transit,44.20080000,,,,310.00,0.82,2016-05-10,
Kepler-702,b,Transit,10.52629406,,,,892.00,0.90,2016-05-10,
Kepler-494,b,Transit,8.02511821,,,,862.00,1.10,2016-05-10,
Kepler-1418,b,Transit,22.47644250,,,,499.00,0.77,2016-05-10,
Kepler-1338,b,Transit,0.93511806,,,,619.00,1.04,2016-05-10,
Kepler-775,b,Transit,0.97486893,,,,400.00,0.92,2016-05-10,
Kepler-1059,b,Transit,3.76419105,,,,673.00,0.75,2016-05-10,
Kepler-1230,b,Transit,9.95661537,,,,1433.00,1.06,2016-05-10,
Kepler-639,b,Transit,10.21420496,,,,680.00,1.14,2016-05-10,
Kepler-501,b,Transit,5.64067757,,,,1044.00,1.03,2016-05-10,
HD 136418,b,Radial Velocity,464.30000000,1.320000,0.255000,2.00000,106.38,1.33,2014-05-14,9.40
Kepler-1554,b,Transit,198.08877400,,,,982.00,0.84,2016-05-10,
Kepler-703,b,Transit,4.58352176,,,,1482.00,1.18,2016-05-10,
Kepler-1478,b,Transit,26.08405940,,,,1405.00,1.04,2016-05-10,
Kepler-171,d,Transit,39.59551900,0.223000,,,,,2014-05-14,
Kepler-171,c,Transit,11.46346200,0.098000,,,,,2014-05-14,
Kepler-171,b,Transit,4.16697200,0.050000,,,,,2014-05-14,
Kepler-353,c,Transit,8.41089400,0.065000,,,,0.54,2014-05-14,
Kepler-353,b,Transit,5.79527800,0.051000,,,,0.54,2014-05-14,
Kepler-912,b,Transit,2.53475627,,,,1265.00,1.07,2016-05-10,
Kepler-204,b,Transit,14.40097400,0.117000,,,,0.96,2014-05-14,
Kepler-204,c,Transit,25.66059300,0.173000,,,,0.96,2014-05-14,
Kepler-269,c,Transit,8.12789900,0.081000,,,,0.98,2014-05-14,
Kepler-269,b,Transit,5.32671800,0.061000,,,,0.98,2014-05-14,
Kepler-1370,b,Transit,20.26416840,,,,878.00,1.19,2016-05-10,
Kepler-1370,c,Transit,7.44142113,,,,878.00,1.19,2016-05-10,
Kepler-797,b,Transit,27.07237711,,,,752.00,0.96,2016-05-10,
Kepler-1505,b,Transit,30.86093660,,,,359.00,0.93,2016-05-10,
Kepler-242,c,Transit,14.49648100,0.109000,,,,,2014-05-14,
Kepler-242,b,Transit,8.20395000,0.075000,,,,,2014-05-14,
Kepler-705,b,Transit,56.05605380,,,,251.00,0.53,2016-05-10,
Kepler-172,b,Transit,2.94030900,0.040000,,,,0.86,2014-05-14,
Kepler-172,e,Transit,35.11873600,0.211000,,,,0.86,2014-05-14,
Kepler-172,d,Transit,14.62711900,0.118000,,,,0.86,2014-05-14,
Kepler-172,c,Transit,6.38899600,0.068000,,,,0.86,2014-05-14,
Kepler-1649,b,Transit,8.68909000,0.051400,0.000000,,,0.22,2017-04-27,
Kepler-206,d,Transit,23.44281000,0.163000,,,,0.94,2014-05-14,
Kepler-206,c,Transit,13.13747100,0.111000,,,,0.94,2014-05-14,
Kepler-206,b,Transit,7.78198700,0.078000,,,,0.94,2014-05-14,
Kepler-704,b,Transit,3.76182115,,,,1054.00,0.97,2016-05-10,
Kepler-205,b,Transit,2.75564000,0.032000,,,,,2014-05-14,
Kepler-205,c,Transit,20.30654600,0.122000,,,,,2014-05-14,
Kepler-539,b,Transit,125.63243000,0.498800,0.390000,0.97000,313.00,1.05,2016-05-10,
Kepler-539,c,Transit,1000.00000000,2.420000,0.500000,2.40000,313.00,1.05,2016-05-10,
Kepler-56,d,Radial Velocity,1002.00000000,2.160000,0.200000,5.61000,,1.32,2016-10-13,
Kepler-56,b,Transit,10.50160000,0.102800,,0.07000,,1.32,2014-05-14,
Kepler-56,c,Transit,21.40239000,0.165200,,0.57000,,1.32,2014-05-14,
Kepler-1227,b,Transit,94.28875770,,,,667.00,0.97,2016-05-10,
Kepler-173,b,Transit,4.26374200,0.048000,,,,0.78,2014-05-14,
Kepler-173,c,Transit,8.00577700,0.074000,,,,0.78,2014-05-14,
Kepler-483,b,Transit,30.22910400,,,,953.00,1.28,2016-05-10,
KOI-94,e,Transit,54.32031000,0.304600,0.019000,0.11000,,1.28,2014-05-14,
KOI-94,c,Transit,10.42364800,0.101300,0.430000,0.04900,,1.28,2014-05-14,
KOI-94,d,Transit,22.34298900,0.168400,0.022000,0.33400,,1.28,2014-05-14,
KOI-94,b,Transit,3.74320800,0.051190,0.250000,0.03300,,1.28,2014-05-14,
Kepler-965,b,Transit,134.25272980,,,,618.00,1.05,2016-05-10,
Kepler-1359,b,Transit,59.49709520,,,,669.00,0.78,2016-05-10,
Kepler-449,b,Transit,12.58242000,,0.030000,,,0.97,2015-05-21,
Kepler-449,c,Transit,33.67270000,,0.050000,,,0.97,2015-05-21,
Kepler-11,f,Transit,46.68880000,0.250000,0.013000,0.00600,613.00,0.96,2014-05-14,
Kepler-11,d,Transit,22.68450000,0.155000,0.004000,0.02300,613.00,0.96,2014-05-14,
Kepler-11,c,Transit,13.02410000,0.107000,0.026000,0.00900,613.00,0.96,2014-05-14,
Kepler-11,g,Transit,118.38070000,0.466000,0.150000,0.07900,613.00,0.96,2014-05-14,
Kepler-11,e,Transit,31.99960000,0.195000,0.012000,0.02500,613.00,0.96,2014-05-14,
Kepler-11,b,Transit,10.30390000,0.091000,0.045000,0.00600,613.00,0.96,2014-05-14,
Kepler-706,b,Transit,41.40831347,,,,810.00,0.87,2016-05-10,
Kepler-438,b,Transit,35.23319000,0.166000,0.030000,,145.00,0.54,2015-01-06,
Kepler-913,b,Transit,10.29672521,,,,597.00,0.63,2016-05-10,
Kepler-600,b,Transit,23.67517607,,,,624.00,0.84,2016-05-10,
Kepler-152,c,Transit,88.25505500,0.356000,,,,,2014-05-14,
Kepler-152,b,Transit,18.20797300,0.124000,,,,,2014-05-14,
Kepler-100,c,Transit,12.81590000,,,,,1.08,2016-10-13,
Kepler-100,d,Transit,35.33310000,,,,,1.08,2016-10-13,
Kepler-100,b,Transit,6.88705000,,,0.02300,,1.08,2014-05-14,
Kepler-952,b,Transit,130.35469190,,,,1167.00,1.00,2016-05-10,
Kepler-1501,b,Transit,14.55645330,,,,888.00,1.20,2016-05-10,
Kepler-1463,b,Transit,25.15864000,,,,1341.00,0.96,2016-05-10,
Kepler-1457,b,Transit,51.11102430,,,,728.00,1.01,2016-05-10,
Kepler-243,c,Transit,20.02621800,0.142000,,,,0.89,2014-05-14,
Kepler-243,b,Transit,5.71544200,0.062000,,,,0.89,2014-05-14,
Kepler-1444,b,Transit,33.42035034,,,,340.00,1.03,2016-05-10,
Kepler-1365,c,Transit,4.77468005,,,,541.00,1.00,2016-05-10,
Kepler-1365,b,Transit,7.69993485,,,,541.00,1.00,2016-05-10,
Qatar-5,b,Transit,2.87923190,0.041270,0.000000,4.32000,,1.13,2017-04-27,
HD 16175,b,Radial Velocity,995.40000000,2.148000,0.637000,4.77000,59.84,1.34,2016-05-19,16.71
Kepler-1335,b,Transit,6.26406846,,,,628.00,0.77,2016-05-10,
Kepler-1559,b,Transit,0.97191543,,,,580.00,0.86,2016-05-10,
Kepler-314,c,Transit,5.96039200,0.064000,,,,1.02,2014-05-14,
Kepler-314,b,Transit,2.46106900,0.035000,,,,1.02,2014-05-14,
Kepler-196,b,Transit,20.73988600,0.138000,,,,,2014-05-14,
Kepler-196,c,Transit,47.42773700,0.240000,,,,,2014-05-14,
Kepler-1325,b,Transit,33.87868380,,,,955.00,0.93,2016-05-10,
Kepler-945,b,Transit,31.00338140,,,,1543.00,0.97,2016-05-10,
Kepler-1317,b,Transit,0.56887443,,,,734.00,0.83,2016-05-10,
Kepler-707,b,Transit,2.23749275,,,,626.00,0.80,2016-05-10,
Kepler-640,b,Transit,22.24813967,,,,538.00,1.01,2016-05-10,
Kepler-602,b,Transit,15.28469497,,,,971.00,1.08,2016-05-10,
Kepler-798,b,Transit,13.71933369,,,,1085.00,1.19,2016-05-10,
Kepler-1483,b,Transit,9.50851560,,,,1327.00,1.25,2016-05-10,
Kepler-1048,b,Transit,6.92101021,,,,415.00,0.75,2016-05-10,
Kepler-207,c,Transit,3.07157100,0.044000,,,,,2014-05-14,
Kepler-207,b,Transit,1.61186500,0.029000,,,,,2014-05-14,
Kepler-207,d,Transit,5.86807500,0.068000,,,,,2014-05-14,
Kepler-104,b,Transit,11.42754800,0.094000,,,,0.81,2014-05-14,
Kepler-104,d,Transit,51.75539400,0.257000,,,,0.81,2014-05-14,
Kepler-104,c,Transit,23.66820500,0.153000,,,,0.81,2014-05-14,
Kepler-601,b,Transit,5.37886844,,,,429.00,0.85,2016-05-10,
Kepler-280,c,Transit,4.80709100,0.056000,,,,0.91,2014-05-14,
Kepler-280,b,Transit,2.13954200,0.032000,,,,0.91,2014-05-14,
Kepler-1383,b,Transit,13.90935830,,,,961.00,1.26,2016-05-10,
Kepler-279,b,Transit,12.30968100,0.112000,,,,1.10,2014-05-14,
Kepler-279,c,Transit,35.73600000,,,0.15500,,1.10,2014-05-14,
Kepler-279,d,Transit,54.41400000,,,0.11800,,1.10,2014-05-14,
Kepler-359,b,Transit,25.56322200,0.178000,,,,1.07,2014-05-14,
Kepler-359,d,Transit,77.09569100,0.372000,,,,1.07,2014-05-14,
Kepler-359,c,Transit,57.68802000,0.307000,,,,1.07,2014-05-14,
Kepler-1351,b,Transit,0.91614077,,,,241.00,0.70,2016-05-10,
Kepler-708,b,Transit,3.16789194,,,,1241.00,0.97,2016-05-10,
Kepler-1262,b,Transit,8.67900242,,,,1153.00,0.99,2016-05-10,
Kepler-1547,b,Transit,0.69297968,,,,665.00,1.12,2016-05-10,
Kepler-1615,b,Transit,47.31261920,,,,940.00,1.04,2016-05-10,
Kepler-1313,b,Transit,3.83309118,,,,187.00,0.92,2016-05-10,
Kepler-988,b,Transit,17.76080053,,,,248.00,0.55,2016-05-10,
Kepler-930,b,Transit,71.45177750,,,,905.00,1.25,2016-05-10,
Kepler-977,b,Transit,26.85328322,,,,664.00,0.87,2016-05-10,
HD 197037,b,Radial Velocity,1035.70000000,2.070000,0.220000,0.79000,33.00,1.11,2014-05-14,30.50
Kepler-947,b,Transit,26.96443170,,,,1188.00,0.90,2016-05-10,
Kepler-60,b,Transit,7.13340000,,,0.01318,,1.04,2016-04-07,
Kepler-60,d,Transit,11.89810000,,,0.01309,,1.04,2016-04-07,
Kepler-60,c,Transit,8.91870000,,,0.01211,,1.04,2016-04-07,
Kepler-1077,b,Transit,34.35118740,,,,1098.00,1.02,2016-05-10,
Kepler-38,b,Transit,105.59900000,0.463200,0.032000,0.38400,600.00,0.94,2014-05-14,
Kepler-1120,b,Transit,2.94902905,,,,635.00,0.78,2016-05-10,
Kepler-603,b,Transit,21.05358596,,,,967.00,1.01,2016-05-10,
Kepler-603,c,Transit,127.90757740,,,,967.00,1.01,2016-05-10,
Kepler-603,d,Transit,6.21712920,,,,967.00,1.01,2016-05-10,
Kepler-1174,b,Transit,6.89225223,,,,829.00,1.04,2016-05-10,
Kepler-244,c,Transit,9.76729200,0.087000,,,,,2014-05-14,
Kepler-244,d,Transit,20.05040100,0.140000,,,,,2014-05-14,
Kepler-244,b,Transit,4.31179200,0.050000,,,,,2014-05-14,
Kepler-1239,b,Transit,5.19104016,,,,2511.00,1.40,2016-05-10,
Kepler-20,g,Radial Velocity,34.94000000,0.205500,0.150000,0.06280,290.00,0.95,2017-03-30,
Kepler-20,e,Transit,6.09852281,0.063900,,,290.00,0.95,2017-03-30,
Kepler-20,f,Transit,19.57758478,0.139600,,,290.00,0.95,2017-03-30,
Kepler-20,c,Transit,10.85409089,0.094900,0.160000,0.04012,290.00,0.95,2017-03-30,
Kepler-20,d,Transit,77.61130017,0.350600,,0.03168,290.00,0.95,2017-03-30,
Kepler-20,b,Transit,3.69611525,0.046300,0.030000,0.03052,290.00,0.95,2017-03-30,
Kepler-491,b,Transit,4.22538451,,,,657.00,1.04,2016-05-10,
Kepler-583,b,Transit,6.51002530,,,,805.00,0.94,2016-05-10,
Kepler-477,b,Transit,11.11990653,,,,367.00,0.87,2016-05-10,
Kepler-1303,b,Transit,7.56127224,,,,905.00,1.01,2016-05-10,
Kepler-374,b,Transit,1.89780600,0.029000,,,,0.84,2014-05-14,
Kepler-374,d,Transit,5.02821900,0.056000,,,,0.84,2014-05-14,
Kepler-374,c,Transit,3.28280700,0.042000,,,,0.84,2014-05-14,
Kepler-944,b,Transit,43.31677370,,,,1035.00,0.86,2016-05-10,
Kepler-709,b,Transit,16.08524954,,,,668.00,0.80,2016-05-10,
Kepler-397,b,Transit,22.25094900,0.144000,,,,,2014-05-14,
Kepler-397,c,Transit,135.49852700,0.480000,,,,,2014-05-14,
Kepler-1462,b,Transit,65.64883410,,,,1368.00,1.00,2016-05-10,
Kepler-293,c,Transit,54.15574300,0.286000,,,,1.01,2014-05-14,
Kepler-293,b,Transit,19.25419600,0.144000,,,,1.01,2014-05-14,
Kepler-584,b,Transit,35.18103040,,,,1445.00,1.17,2016-05-10,
Kepler-1414,b,Transit,3.51576315,,,,534.00,0.80,2016-05-10,
Kepler-292,c,Transit,3.71533500,0.045000,,,,0.88,2014-05-14,
Kepler-292,b,Transit,2.58082700,0.035000,,,,0.88,2014-05-14,
Kepler-292,e,Transit,11.97901000,0.097000,,,,0.88,2014-05-14,
Kepler-292,d,Transit,7.05567900,0.068000,,,,0.88,2014-05-14,
Kepler-292,f,Transit,20.83423700,0.141000,,,,0.88,2014-05-14,
Kepler-28,b,Transit,5.91230000,0.062000,,1.51000,,0.75,2014-05-14,
Kepler-28,c,Transit,8.98580000,0.081000,,1.36000,,0.75,2014-05-14,
Kepler-343,c,Transit,23.22182000,0.167000,,,,1.04,2014-05-14,
Kepler-343,b,Transit,8.96855000,0.088000,,,,1.04,2014-05-14,
Kepler-245,d,Transit,36.27710800,0.202000,,,,0.80,2014-05-14,
Kepler-245,e,Transit,3.21982106,,,,,0.80,2016-05-10,
Kepler-245,b,Transit,7.49019000,0.071000,,,,0.80,2014-05-14,
Kepler-245,c,Transit,17.46081200,0.124000,,,,0.80,2014-05-14,
Kepler-291,b,Transit,3.54651100,0.047000,,,,1.03,2014-05-14,
Kepler-291,c,Transit,5.70078600,0.065000,,,,1.03,2014-05-14,
Kepler-1301,b,Transit,9.08237046,,,,816.00,0.85,2016-05-10,
Kepler-1380,b,Transit,10.31082450,,,,1209.00,0.96,2016-05-10,
Kepler-1088,b,Transit,23.12748644,,,,300.00,1.08,2016-05-10,
Kepler-8,b,Transit,3.52249910,0.047400,,0.59000,1330.00,1.21,2015-10-15,
Kepler-1105,b,Transit,4.42157218,,,,369.00,0.71,2016-05-10,
Kepler-312,b,Transit,1.77241900,0.031000,,,,1.23,2014-05-14,
Kepler-312,c,Transit,19.74741200,0.153000,,,,1.23,2014-05-14,
HAT-P-16,b,Transit,2.77596000,0.041300,0.036000,4.19300,235.00,1.22,2014-05-14,
Kepler-829,b,Transit,6.88337562,,,,954.00,0.98,2016-05-10,
HAT-P-6,b,Transit,3.85298500,0.052350,0.000000,1.05700,261.00,1.29,2014-05-14,3.83
Kepler-828,b,Transit,0.56785714,,,,625.00,0.81,2016-05-10,
Kepler-1340,b,Transit,0.66502692,,,,1421.00,1.27,2016-05-10,
Kepler-61,b,Transit,59.87756000,,0.250000,,,0.64,2014-05-14,
Kepler-1134,b,Transit,17.13263989,,,,997.00,0.84,2016-05-10,
Kepler-1597,b,Transit,2.94654179,,,,1255.00,1.25,2016-05-10,
Kepler-1204,b,Transit,85.73502850,,,,1282.00,1.03,2016-05-10,
Kepler-641,b,Transit,9.48961571,,,,673.00,1.02,2016-05-10,
Kepler-208,d,Transit,11.13178600,0.103000,,,,1.03,2014-05-14,
Kepler-208,e,Transit,16.25945800,0.132000,,,,1.03,2014-05-14,
Kepler-208,c,Transit,7.46662300,0.079000,,,,1.03,2014-05-14,
Kepler-208,b,Transit,4.22864000,0.054000,,,,1.03,2014-05-14,
Kepler-1603,b,Transit,2.27163926,,,,1751.00,1.21,2016-05-10,
Kepler-1006,b,Transit,19.76172042,,,,496.00,0.78,2016-05-10,
Kepler-492,b,Transit,11.72012266,,,,642.00,0.94,2016-05-10,
Kepler-1376,b,Transit,5.30880656,,,,864.00,0.98,2016-05-10,
Kepler-505,b,Transit,27.52197994,,,,222.00,0.55,2016-05-10,
Kepler-1236,b,Transit,31.05716180,,,,1078.00,0.86,2016-05-10,
Kepler-1260,b,Transit,19.11877530,,,,1041.00,1.06,2016-05-10,
Kepler-1021,b,Transit,13.47469571,,,,837.00,0.89,2016-05-10,
Kepler-1353,b,Transit,24.75439660,,,,596.00,0.76,2016-05-10,
Kepler-1197,b,Transit,2.03231845,,,,505.00,0.78,2016-05-10,
Kepler-1097,b,Transit,187.74702900,,,,738.00,0.82,2016-05-10,
Kepler-136,b,Transit,11.57890000,0.106000,,,,1.20,2014-05-14,
Kepler-136,c,Transit,16.39923500,0.133000,,,,1.20,2014-05-14,
Kepler-46,b,Transit,33.60134000,0.196800,0.010000,6.00000,855.00,0.90,2014-05-14,
Kepler-46,c,Transit Timing Variations,57.01100000,0.279900,0.014600,0.37600,855.00,0.90,2014-05-14,
Kepler-46,d,Transit,6.76658900,0.067000,,,855.00,0.90,2014-05-14,
Kepler-1231,b,Transit,10.41725184,,,,948.00,1.01,2016-05-10,
Kepler-1490,b,Transit,92.43629730,,,,968.00,0.90,2016-05-10,
Kepler-642,b,Transit,4.41745855,,,,1022.00,1.40,2016-05-10,
Kepler-604,b,Transit,25.85501786,,,,981.00,1.02,2016-05-10,
Kepler-1386,b,Transit,6.73972381,,,,838.00,1.02,2016-05-10,
Kepler-209,c,Transit,41.74988200,0.231000,,,,,2014-05-14,
Kepler-209,b,Transit,16.08784500,0.122000,,,,,2014-05-14,
Kepler-558,b,Transit,29.00790538,,,,652.00,0.85,2016-05-10,
Kepler-1542,e,Transit,5.10115756,,,,336.00,0.94,2016-05-10,
Kepler-1542,d,Transit,5.99273738,,,,336.00,0.94,2016-05-10,
Kepler-1542,b,Transit,3.95116882,,,,336.00,0.94,2016-05-10,
Kepler-1542,c,Transit,2.89223021,,,,336.00,0.94,2016-05-10,
Kepler-1607,b,Transit,13.64736760,,,,735.00,1.14,2016-05-10,
Kepler-351,d,Transit,142.54424700,,,,,0.89,2016-05-10,
Kepler-351,c,Transit,57.24809000,0.287000,,,,0.89,2014-05-14,
Kepler-351,b,Transit,37.05491900,0.214000,,,,0.89,2014-05-14,
Kepler-119,c,Transit,4.12510300,0.049000,,,,,2014-05-14,
Kepler-119,b,Transit,2.42208200,0.035000,,,,,2014-05-14,
Kepler-246,b,Transit,4.60182000,0.052000,,,,0.86,2014-05-14,
Kepler-246,c,Transit,11.18716100,0.095000,,,,0.86,2014-05-14,
Kepler-1009,b,Transit,11.35011917,,,,281.00,0.59,2016-05-10,
Kepler-290,b,Transit,14.58934700,0.110000,,,,,2014-05-14,
Kepler-290,c,Transit,36.77031000,0.205000,,,,,2014-05-14,
Kepler-1477,b,Transit,11.55530021,,,,525.00,0.81,2016-05-10,
Kepler-710,b,Transit,4.34728553,,,,919.00,0.94,2016-05-10,
Kepler-827,b,Transit,51.92927591,,,,1352.00,0.93,2016-05-10,
Kepler-1127,b,Transit,5.12330347,,,,996.00,0.97,2016-05-10,
Kepler-1255,b,Transit,36.29193360,,,,1344.00,1.08,2016-05-10,
Kepler-831,b,Transit,5.62153941,,,,577.00,0.99,2016-05-10,
Kepler-1266,b,Transit,28.47474800,,,,901.00,0.80,2016-05-10,
Kepler-910,b,Transit,2.36436901,,,,402.00,1.26,2016-05-10,
GJ 1148,c,Radial Velocity,532.58000000,0.912000,0.342000,0.21414,11.03,,2017-10-19,90.66
GJ 1148,b,Radial Velocity,41.38000000,0.166000,0.380000,0.30425,11.03,,2017-10-19,90.66
Kepler-830,b,Transit,11.29695137,,,,1122.00,1.07,2016-05-10,
Kepler-931,b,Transit,8.03755877,,,,490.00,0.86,2016-05-10,
Kepler-144,b,Transit,5.88527300,0.066000,,,,1.03,2014-05-14,
Kepler-144,c,Transit,10.10466500,0.094000,,,,1.03,2014-05-14,
Kepler-1420,b,Transit,6.69960006,,,,923.00,0.82,2016-05-10,
Kepler-417,c,Transit Timing Variations,15.94300000,,,,,0.90,2014-05-28,
Kepler-417,b,Transit Timing Variations,12.33100000,,,0.03500,,0.90,2014-05-28,
Kepler-123,c,Transit,26.69507400,0.181000,,,,1.03,2014-05-14,
Kepler-123,b,Transit,17.23236600,0.135000,,,,1.03,2014-05-14,
Kepler-743,b,Transit,3.17926292,,,,258.00,0.94,2016-05-10,
Kepler-1503,b,Transit,96.16987000,,,,850.00,0.77,2016-05-10,
Kepler-355,c,Transit,25.76229400,0.179000,,,,1.05,2014-05-14,
Kepler-355,b,Transit,11.03189000,0.102000,,,,1.05,2014-05-14,
Kepler-1027,b,Transit,1.90780520,,,,291.00,0.91,2016-05-10,
Kepler-81,b,Transit,5.95500000,,,,,0.64,2014-05-14,
Kepler-81,d,Transit,20.83784600,0.128000,,,,0.64,2014-05-14,
Kepler-81,c,Transit,12.04000000,,,,,0.64,2014-05-14,
Kepler-1278,b,Transit,3.23941344,,,,743.00,1.11,2016-05-10,
Kepler-711,b,Transit,23.58914398,,,,664.00,0.84,2016-05-10,
Kepler-1650,b,Transit,1.53818001,,0.010000,,120.50,0.33,2017-05-25,
Kepler-1133,b,Transit,11.55562343,,,,821.00,0.93,2016-05-10,
Kepler-160,b,Transit,4.30942700,0.050000,,,,,2014-05-14,
Kepler-160,c,Transit,13.69908700,0.109000,,,,,2014-05-14,
Kepler-1243,b,Transit,16.83207290,,,,877.00,0.96,2016-05-10,
Kepler-1035,b,Transit,2.71407755,,,,408.00,0.98,2016-05-10,
Kepler-289,d,Transit,66.06340000,0.330000,,0.01300,700.00,1.08,2014-11-19,
Kepler-289,b,Transit,34.54500000,0.210000,,0.02300,700.00,1.08,2014-11-19,
Kepler-289,c,Transit,125.85180000,0.510000,,0.42000,700.00,1.08,2014-11-19,
Kepler-986,b,Transit,56.43499380,,,,563.00,0.96,2016-05-10,
Kepler-643,b,Transit,16.33889626,,,,1029.00,1.00,2016-05-10,
Kepler-1646,b,Transit,4.48558383,,,,81.00,0.24,2016-05-10,
Kepler-434,b,Transit,12.87470990,0.114300,0.131000,2.86000,1240.00,1.20,2015-01-14,
Kepler-712,c,Transit,226.89047000,,,,944.00,0.84,2016-05-10,
Kepler-712,b,Transit,21.02247699,,,,944.00,0.84,2016-05-10,
Kepler-1411,b,Transit,86.11508880,,,,1431.00,0.95,2016-05-10,
Kepler-82,c,Transit,51.53800000,,,,,0.85,2014-05-14,
Kepler-82,e,Transit,5.90220600,0.063000,,,,0.85,2014-05-14,
Kepler-82,b,Transit,26.44400000,,,,,0.85,2014-05-14,
Kepler-82,d,Transit,2.38296100,0.034000,,,,0.85,2014-05-14,
Kepler-1220,b,Transit,7.42693741,,,,958.00,1.00,2016-05-10,
Kepler-508,b,Transit,25.30889748,,,,325.00,1.16,2016-05-10,
Kepler-1358,b,Transit,7.06317341,,,,558.00,0.82,2016-05-10,
Kepler-1595,b,Transit,4.56380468,,,,841.00,0.84,2016-05-10,
Kepler-1425,b,Transit,14.45413020,,,,499.00,0.97,2016-05-10,
Kepler-874,b,Transit,40.06867270,,,,1072.00,1.09,2016-05-10,
Kepler-713,b,Transit,7.41114100,,,,1003.00,0.98,2016-05-10,
Kepler-137,b,Transit,8.43638700,0.077000,,,,,2014-05-14,
Kepler-137,c,Transit,18.73575300,0.130000,,,,,2014-05-14,
Kepler-247,b,Transit,3.33616000,0.042000,,,,,2014-05-14,
Kepler-247,d,Transit,20.47791200,0.140000,,,,,2014-05-14,
Kepler-247,c,Transit,9.43945200,0.084000,,,,,2014-05-14,
Kepler-978,b,Transit,49.62215090,,,,624.00,1.07,2016-05-10,
Kepler-1145,b,Transit,3.97076766,,,,714.00,0.79,2016-05-10,
Kepler-1078,b,Transit,3.00725242,,,,1215.00,0.94,2016-05-10,
Kepler-54,c,Transit,12.07172490,,,0.37000,,0.51,2014-05-14,
Kepler-54,d,Transit,20.99569400,0.126000,,,,0.51,2014-05-14,
Kepler-54,b,Transit,8.01094340,,,0.92000,,0.51,2014-05-14,
Kepler-1606,b,Transit,196.43522400,,,,880.00,0.90,2016-05-10,
Kepler-1002,b,Transit,4.33642933,,,,425.00,1.22,2016-05-10,
Kepler-184,d,Transit,29.02235800,0.179000,,,,,2014-05-14,
